PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;61316;61316;55496;55496-61316;33968;1466763-55496;50191186;1483786-1466763
;;61309;61309;49994;49994-61309;7257;7257-49994;50191298;1483572-7257
;;477676;1146981;45777;45777-1146981;30773;30773-45777;50017558;1190696-30773
;;61444;1230094;49980;1220475-1230094;7396;1220479-1220475;50066221;1217969-1220479
;;61449;1361502;56110;1361503-1361502;16092;1361500-1361503;50191461;1483284-1361500
;;61457;61457;56106;56106-61457;16067;1213194-56106;50191262;1483640-1213194
;;61462;1012658;55740;55740-1012658;21678;1432205-55740;50027716;1014417-1432205
;;61462;1012658;55740;55740-1012658;21679;1432208-55740;50191538;1483141-1432208
;;61463;995125;47129;47129-995125;16144;1467087-47129;50022003;1212574-1467087
;;61463;995125;47128;995124-995125;15952;1466641-995124;50021796;1212725-1466641
;;61466;61466;56109;56109-61466;16088;1212960-56109;50021940;1212614-1212960
;;61472;61472;56107;56107-61472;16069;1213528-56107;50191531;1483153-1213528
;;61474;1271953;47126;1271952-1271953;16173;1271954-1271952;50022033;1212548-1271954
;;61474;1271953;47126;1271952-1271953;16173;1271954-1271952;50191053;1484038-1271954
;;61478;61478;43944;43944-61478;480054;1432108-43944;50017506;1014573-1432108
;;61478;61478;43944;43944-61478;480053;1432104-43944;50191317;1483540-1432104
;;61486;61486;42411;42411-61486;15967;1434600-42411;50021811;1212714-1434600
;;61486;61486;42411;42411-61486;15967;1434600-42411;50190910;1484288-1434600
;;61488;1432007;43648;1219454-1432007;16097;1466811-1219454;50191230;1483704-1466811
;;61488;1432007;43648;1219454-1432007;16096;1213179-1219454;50017734;1228302-1213179
;;61488;1432007;43648;1219454-1432007;16096;1213179-1219454;50191229;1483706-1213179
;;61488;1432007;43648;1219454-1432007;16096;1213179-1219454;50021948;1212607-1213179
;;61489;812067;58082;812066-812067;426537;1432154-812066;50191398;1483396-1432154
;;61491;1309081;44073;44073-1309081;16094;1466951-44073;50191357;1497191-1466951
;;61493;1431943;43506;43506-1431943;15958;1213124-43506;50191301;1483566-1213124
;;61495;1350736;58123;1350735-1350736;30769;30769-1350735;50191264;1483636-30769
;;427306;1269901;427305;1269902-1269901;30255;1269905-1269902;50190926;1484256-1269905
;;61400;61400;56047;56047-61400;15866;1370797-56047;50193134;1465584-1370797
;;61400;61400;56047;56047-61400;15865;1370800-56047;50193133;1465586-1370800
;;61410;1119766;47130;1119765-1119766;472684;1081276-1119765;50118691;1200377-1081276
;;61410;1119766;473404;1095372-1119766;33955;1239634-1095372;50191111;1483926-1239634
;;61410;1119766;473404;1095372-1119766;33955;1239634-1095372;50012526;1238870-1239634
;;61410;1119766;473404;1095372-1119766;471937;1460563-1095372;50117173;1458357-1460563
;;61416;61416;44159;44159-61416;16081;857012-44159;50190966;1484176-857012
;;61407;61407;44535;44535-61407;30678;856992-44535;50021816;1368799-856992
;;61409;1434185;55510;1434186-1434185;16112;1015806-1434186;50014037;1013169-1015806
;;61425;1351038;43687;1351036-1351038;16082;857026-1351036;50191245;1483674-857026
;;61434;61434;44699;44699-61434;16077;857005-44699;50021928;1368793-857005
;;61434;61434;44699;44699-61434;16076;1213470-44699;50191503;1483212-1213470
;;61434;61434;44699;44699-61434;16076;1213470-44699;50021929;1368792-1213470
;;480953;1257287;47132;47132-1257287;21676;1257277-47132;50025559;1014403-1257277
;;61561;61561;47662;47662-61561;30587;1256798-47662;50191270;1483626-1256798
;;61571;61571;58125;58125-61571;30778;30778-58125;50017599;1014617-30778
;;61574;61574;55674;55674-61574;30486;30486-55674;50191256;1483652-30486
;;61577;61577;58124;58124-61577;30771;30771-58124;50191070;1484008-30771
;;61577;61577;58124;58124-61577;30771;30771-58124;50191821;1477021-30771
;;61577;61577;58124;58124-61577;30771;30771-58124;50017543;1190688-30771
;;61587;61587;55731;55731-61587;411724;1432041-55731;50017683;1014703-1432041
;;61594;1234646;56084;56084-1234646;30505;1432051-56084;50017459;1014480-1432051
;;61504;61504;56112;56112-61504;16101;1466796-56112;50021953;1212604-1466796
;;61505;1328503;55673;1328504-1328503;30484;1018884-1328504;50017426;1019266-1018884
;;61510;1379171;415769;659151-1379171;30571;1431674-659151;50017548;1190691-1431674
;;61508;1431637;58126;1431638-1431637;30780;30780-1431638;50191497;1483224-30780
;;61522;995134;44890;995126-995134;15974;1257467-995126;50021819;1212707-1257467
;;61522;995134;44890;995126-995134;30737;995113-995126;50017594;1014616-995113
;;61522;995134;44890;995126-995134;33707;821322-995126;50013645;1013069-821322
;;61522;995134;44890;995126-995134;33707;821322-995126;50115277;1014731-821322
;;61522;995134;44890;995126-995134;15975;1257474-995126;50014214;1153434-1257474
;;61525;1367218;47863;47863-1367218;30593;1326321-47863;50191572;1483075-1326321
;;61517;61517;55672;55672-61517;30476;30476-55672;50017422;1014458-30476
;;61518;61518;55184;55184-61518;477994;1466163-55184;50014340;1153424-1466163
;;61530;61530;42538;42538-61530;15964;1276128-42538;50017704;1014710-1276128
;;61533;61533;44756;44756-61533;16072;1467292-44756;50021924;1212625-1467292
;;61536;1373369;45774;1373367-1373369;30760;1009977-1373367;50191021;1484092-1009977
;;61536;1373369;55219;55219-1373369;30233;1430673-55219;50191551;1483121-1430673
;;61536;1373369;43547;43547-1373369;30430;1430667-43547;50066248;1164579-1430667
;;61536;1373369;43547;43547-1373369;30430;1430667-43547;50191190;1483778-1430667
;;61536;1373369;43547;43547-1373369;30407;1367226-43547;50182801;1430254-1367226
;;61538;61538;55682;55682-61538;30767;1349550-55682;50191218;1483726-1349550
;;61528;1430742;42770;1430751-1430742;37090;1466172-1430751;50182807;1430238-1466172
;;61528;1430742;42770;1430751-1430742;37091;1220463-1430751;50182808;1430236-1220463
;;61528;1430742;42770;1430751-1430742;15981;1256818-1430751;50166156;1255973-1256818
;;61543;1352915;53667;1352914-1352915;30477;1432122-1352914;50017417;1014456-1432122
;;61546;61546;43893;43893-61546;33552;1432080-43893;50192008;1476671-1432080
;;61547;61547;47658;47658-61547;480911;1256785-47658;50166158;1255965-1256785
;;61547;61547;47658;47658-61547;30574;1256788-47658;50191388;1483412-1256788
;;61548;61548;43996;43996-61548;30666;1466928-43996;50191337;1483508-1466928
;;61551;61551;47656;47656-61551;30485;30485-47656;50017428;1014452-30485
;;61552;1351265;47140;47140-1351265;30506;1351258-47140;50191600;1483021-1351258
;;61552;1351265;47140;47140-1351265;30506;1351258-47140;50017461;1014482-1351258
;;61552;1351265;47141;47141-1351265;30498;1351261-47141;50017445;1014500-1351261
;;61553;587989;413439;587996-587989;426130;1133602-587996;50191296;1483576-1133602
;;61555;1431611;45776;1431610-1431611;30570;30570-1431610;50191154;1483838-30570
;;61555;1431611;45776;1431610-1431611;30775;1302518-1431610;50191152;1483842-1302518
;;61558;61558;43705;43705-61558;30479;1314130-43705;50014446;1153421-1314130
;;61558;61558;43705;43705-61558;30479;1314130-43705;50191251;1483662-1314130
;;61559;61559;55276;55276-61559;30493;820755-55276;50017433;1019265-820755
;;61702;61702;57626;57626-61702;30459;1467249-57626;50191493;1483232-1467249
;;61712;1014900;55692;55692-1014900;30521;1432170-55692;50017479;1014511-1432170
;;61704;1374359;55204;1374358-1374359;30252;1466107-1374358;50014557;1006982-1466107
;;61704;1374359;55204;1374358-1374359;30251;1466110-1374358;50190947;1484212-1466110
;;61708;61708;55201;55201-61708;30333;1467274-55201;50014546;1006993-1467274
;;61687;61687;55207;55207-61687;30364;30364-55207;50014571;1006975-30364
;;61688;61688;55706;55706-61688;30564;30564-55706;50017534;1014547-30564
;;61691;61691;55205;55205-61691;30321;30321-55205;50014564;1190901-30321
;;61691;61691;55205;55205-61691;30321;30321-55205;50191312;1483550-30321
;;61694;61694;55727;55727-61694;30645;1432023-55727;50017676;1228312-1432023
;;61696;61696;55690;55690-61696;30517;30517-55690;50017477;1014539-30517
;;59395;59395;49965;49965-59395;7204;1379184-49965;50066000;1164821-1379184
;;59395;59395;49965;49965-59395;7203;1379181-49965;50065999;1164839-1379181
;;61601;1353271;55733;55733-1353271;30654;1432220-55733;50191544;1483129-1432220
;;61601;1353271;59175;1353270-1353271;411728;1466978-1353270;50017688;1014693-1466978
;;61603;1234613;55730;55730-1234613;30650;1432035-55730;50017681;1014701-1432035
;;61603;1234613;55730;55730-1234613;30650;1432035-55730;50191257;1483650-1432035
;;61610;1432272;55735;55735-1432272;30658;1432265-55735;50017693;1133469-1432265
;;61610;1432272;55735;55735-1432272;30659;1432268-55735;50191622;1482987-1432268
;;61623;61623;55756;55756-61623;30729;1431959-55756;50017692;1014696-1431959
;;61626;61626;55264;55264-61626;30405;1466857-55264;50191291;1483586-1466857
;;61626;61626;55264;55264-61626;30405;1466857-55264;50014257;1135465-1466857
;;61633;61633;55266;55266-61633;30228;1467283-55266;50191528;1483159-1467283
;;61635;61635;55745;55745-61635;30692;30692-55745;50017744;1014779-30692
;;61636;61636;55743;55743-61636;30689;1431677-55743;50190853;1484392-1431677
;;61627;61627;55748;55748-61627;30733;1432259-55748;50017748;1014775-1432259
;;61627;61627;55748;55748-61627;30695;1432262-55748;50017747;1014784-1432262
;;61627;61627;55748;55748-61627;30695;1432262-55748;50191345;1483492-1432262
;;61629;61629;55747;55747-61629;30694;1431974-55747;50191216;1483730-1431974
;;61629;61629;55747;55747-61629;30694;1431974-55747;50017746;1014783-1431974
;;61641;61641;55744;55744-61641;30691;1431704-55744;50190873;1484354-1431704
;;61641;61641;55744;55744-61641;30690;1431701-55744;50017742;1014740-1431701
;;61642;61642;55262;55262-61642;30269;1333043-55262;50014960;1190921-1333043
;;61642;61642;55262;55262-61642;30270;1333046-55262;50191030;1484080-1333046
;;61643;61643;48844;48844-61643;4989;1351356-48844;50191279;1483610-1351356
;;61645;61645;55190;55190-61645;30436;1466037-55190;50014459;1007055-1466037
;;61645;61645;55190;55190-61645;30397;1466034-55190;50014458;1007056-1466034
;;61646;828289;425354;1466664-828289;7231;1466665-1466664;50017757;1014768-1466665
;;61647;1014904;55742;55742-1014904;30688;1431671-55742;50017740;1014733-1431671
;;61648;61648;55263;55263-61648;30286;1466682-55263;50014963;1196532-1466682
;;61657;61657;55712;55712-61657;30596;1431811-55712;50190999;1484116-1431811
;;61658;1094466;47145;1094464-1094466;471779;1077593-1094464;50117591;1110716-1077593
;;61661;1351352;55715;55715-1351352;30604;900922-55715;50017610;1014633-900922
;;61661;1351352;55715;55715-1351352;30759;1432044-55715;50191266;1483632-1432044
;;61661;1351352;59338;1351351-1351352;30606;30606-1351351;50017611;1014634-30606
;;61664;61664;55193;55193-61664;30438;1466972-55193;50014465;1196560-1466972
;;61664;61664;55193;55193-61664;30394;1466975-55193;50014464;1190911-1466975
;;61665;61665;55192;55192-61665;30395;1466713-55192;50014462;1007052-1466713
;;61669;61669;55717;55717-61669;30731;1432017-55717;50017618;1014637-1432017
;;61672;61672;48845;48845-61672;4991;1380251-48845;50074656;1164375-1380251
;;61673;61673;55191;55191-61673;30393;1466131-55191;50014181;1152543-1466131
;;61673;61673;55191;55191-61673;30393;1466131-55191;50190965;1484178-1466131
;;61674;1350761;55716;1350762-1350761;30605;1350763-1350762;50191214;1483734-1350763
;;61675;61675;55714;55714-61675;30600;1432197-55714;50191523;1483167-1432197
;;61675;61675;55714;55714-61675;30599;1432191-55714;50017606;1014621-1432191
;;61676;61676;48849;48849-61676;426132;1214080-48849;50112971;1213910-1214080
;;61678;1319550;55188;1319551-1319550;30235;30235-1319551;50014455;1007046-30235
;;61679;61679;55216;55216-61679;30230;1466865-55216;50014658;1196551-1466865
;;61679;61679;55216;55216-61679;30231;1466862-55216;50191293;1483582-1466862
;;61805;61805;43264;43264-61805;30450;1229818-43264;50191127;1483888-1229818
;;61806;61806;55271;55271-61806;30402;1283610-55271;50169560;1315225-1283610
;;61806;61806;55271;55271-61806;30402;1283610-55271;50191017;1484098-1283610
;;61806;61806;55271;55271-61806;30402;1283610-55271;50014979;1190915-1283610
;;61806;61806;55271;55271-61806;30441;30441-55271;50169011;1315224-30441
;;61720;61720;55688;55688-61720;476979;1431814-55688;50191040;1484062-1431814
;;61720;61720;55688;55688-61720;476979;1431814-55688;50108722;1133432-1431814
;;61720;61720;55688;55688-61720;30514;1431817-55688;50017471;1228333-1431817
;;61723;1011484;55260;55260-1011484;30272;1466632-55260;50014952;1190919-1466632
;;61723;1011484;55260;55260-1011484;30271;1466629-55260;50014951;1196534-1466629
;;61731;61731;55261;55261-61731;30360;1466785-55261;50014955;1007114-1466785
;;61732;61732;55691;55691-61732;30519;30519-55691;50191435;1483332-30519
;;61734;61734;55689;55689-61734;30522;1466057-55689;50017475;1014541-1466057
;;61736;1431756;55685;1431755-1431756;30510;1431752-1431755;50190968;1484172-1431752
;;61736;1431756;55685;1431755-1431756;30511;30511-1431755;50017467;1014472-30511
;;61727;1087693;473121;1087718-1087693;411733;849618-1087718;50025558;1019261-849618
;;61742;1192314;55684;1192313-1192314;30509;1431713-1192313;50190904;1484298-1431713
;;61746;1353168;55222;1353169-1353168;30329;1353179-1353169;50014824;1007169-1353179
;;61739;61739;55224;55224-61739;30366;1466854-55224;50014829;1196544-1466854
;;61739;61739;55224;55224-61739;30366;1466854-55224;50191550;1483123-1466854
;;61739;61739;55224;55224-61739;30365;1466851-55224;50014828;1190939-1466851
;;61739;61739;55224;55224-61739;30365;1466851-55224;50191549;1483125-1466851
;;59425;59425;49990;49990-59425;7251;7251-49990;50066052;1164781-7251
;;59424;59424;49989;49989-59424;7250;1239863-49989;50066051;1164777-1239863
;;59424;59424;49989;49989-59424;7250;1239863-49989;50191588;1483047-1239863
;;59424;59424;49989;49989-59424;480729;1239866-49989;50165172;1239200-1239866
;;61751;1432203;44770;1432204-1432203;30558;1432200-1432204;50191537;1483143-1432200
;;61751;1432203;44770;1432204-1432203;30554;30554-1432204;50017522;1014557-30554
;;61752;1249671;480524;1249667-1249671;480523;1249666-1249667;50191130;1483882-1249666
;;61749;61749;55696;55696-61749;30528;1466969-55696;50191367;1483454-1466969
;;61760;61760;43907;43907-61760;30568;30568-43907;50017538;1014576-30568
;;61765;61765;55703;55703-61765;30553;1432098-55703;50191319;1483536-1432098
;;61767;1091661;473279;1091662-1091661;30566;1376265-1091662;50191100;1483948-1376265
;;61767;1091661;473279;1091662-1091661;30565;1376264-1091662;50118249;1458330-1376264
;;61767;1091661;43123;1115703-1091661;41379;1115704-1115703;50024893;412759-1115704
;;61769;1019451;462911;1019450-1019451;478455;1467280-1019450;50017336;1159986-1467280
;;61759;1362859;55698;1362860-1362859;30534;1362861-1362860;50017494;1014518-1362861
;;61771;61771;55701;748621-61771;30547;1467234-748621;50017515;1014564-1467234
;;61773;61773;55218;55218-61773;30350;1432176-55218;50191447;1483312-1432176
;;61775;61775;55273;55273-61775;30344;1284913-55273;50014240;1152463-1284913
;;59457;59457;49984;49984-59457;7241;1466638-49984;50066040;1164795-1466638
;;59461;974482;462043;974471-974482;7245;1467099-974471;50182858;1430083-1467099
;;61792;1431748;44348;44348-1431748;30341;1431745-44348;50017512;1014527-1431745
;;61793;61793;55267;55267-61793;30444;30444-55267;50014972;1007127-30444
;;61799;1320218;44026;1320217-1320218;30539;1320222-1320217;50017499;1014515-1320222
;;61904;1283734;55243;1283731-1283734;30427;1466644-1283731;50014847;1190944-1466644
;;61917;1284834;55254;1284835-1284834;477997;1284840-1284835;50169054;1315549-1284840
;;61919;1375747;55233;1283062-1375747;474179;1283061-1283062;50169425;1315098-1283061
;;61919;1375747;55233;1283062-1375747;474179;1283061-1283062;50190866;1484368-1283061
;;61930;61930;55751;748623-61930;30716;1229833-748623;50017699;1228310-1229833
;;61894;1375797;55234;1375796-1375797;427299;1285781-1375796;50014881;1190932-1285781
;;480543;1229872;480528;1229871-1229872;480527;1467271-1229871;50191382;1483424-1467271
;;480538;1229016;55702;55702-1229016;30548;1432217-55702;50191540;1483137-1432217
;;61965;588011;55584;55584-588011;30930;1363760-55584;50193241;1490885-1363760
;;61967;61967;55238;55238-61967;30390;30390-55238;50190875;1484350-30390
;;61967;61967;55238;55238-61967;30390;30390-55238;50014831;1196543-30390
;;61968;1284741;55571;55571-1284741;31184;1283868-55571;50169509;1482828-1283868
;;61968;1284741;55571;55571-1284741;30894;1283864-55571;50169508;1315264-1283864
;;61968;1284741;44182;44182-1284741;6853;1467003-44182;50191385;1483418-1467003
;;480611;1234643;47144;47144-1234643;30723;1431805-47144;50190994;1484126-1431805
;;473253;1379251;45773;1379252-1379251;30500;1379236-1379252;50121066;1379245-1379236
;;473253;1379251;45773;1379252-1379251;30501;30501-1379252;50121067;1228268-30501
;;426529;995156;426528;995150-995156;426527;1277536-995150;50112818;1212511-1277536
;;476978;1133429;476977;1133427-1133429;476976;1431899-1133427;50108725;1133425-1431899
;;415634;1351364;47137;1351363-1351364;30697;1351365-1351363;50191280;1483608-1351365
;;69842;1100306;56419;1100305-1100306;41518;1100303-1100305;50191087;1483974-1100303
;;69842;1100306;56419;1100305-1100306;17173;1383741-1100305;50118210;1074773-1383741
;;425131;822374;44323;44323-822374;33669;821178-44323;50191394;1483404-821178
;;425131;822374;44323;44323-822374;33669;821178-44323;50192094;1476507-821178
;;425131;822374;44323;44323-822374;33670;821193-44323;50192093;1476509-821193
;;426239;849586;45772;45772-849586;30532;1431919-45772;50017493;1014523-1431919
;;483392;1363506;47138;47138-1363506;30657;30657-47138;50191362;1483462-30657
;;485795;1432008;412399;1219457-1432008;15919;1431999-1219457;50191232;1483700-1431999
;;485795;1432008;412399;1219457-1432008;30708;1432003-1219457;50191231;1483702-1432003
;;485794;1431944;44441;44441-1431944;16150;1431938-44441;50017511;1014568-1431938
;;485794;1431944;44441;44441-1431944;16149;1431933-44441;50191440;1483322-1431933
;;485794;1431944;44441;44441-1431944;16149;1431933-44441;50013566;1012947-1431933
;;485794;1431944;44441;44441-1431944;16149;1431933-44441;50192124;1476453-1431933
;;411486;1106601;473120;1087711-1106601;412645;482280-1087711;50066282;1164547-482280
;;424527;1239944;42572;1430737-1239944;7220;1239931-1430737;50112968;1164483-1239931
;;424527;1239944;42572;1430737-1239944;7219;1239936-1430737;50190950;1484206-1239936
;;412584;1379223;412368;1379222-1379223;412644;1379224-1379222;50065970;1164848-1379224
;;462761;1014750;462760;1014748-1014750;426234;1431719-1014748;50190975;1484160-1431719
;;462700;1014937;56101;1014942-1014937;16037;1431947-1014942;50191177;1483796-1431947
;;425737;834854;56028;56028-834854;15812;1461136-56028;50021650;1212834-1461136
;;425737;834854;56028;56028-834854;15813;1213103-56028;50191134;1483874-1213103
;;480234;1217794;480233;1217792-1217794;480232;1217791-1217792;50164500;1217790-1217791
;;479240;1239953;42951;1239952-1239953;30583;1239949-1239952;50017571;1190700-1239949
;;479240;1239953;42951;1239952-1239953;411727;1430773-1239952;50191159;1483828-1430773
;;482872;1351039;47131;47131-1351039;15801;1213546-47131;50191575;1483069-1213546
;;482717;1326394;47147;47147-1326394;4982;1326393-47147;50190897;1484310-1326393
;;62014;1284909;55259;1284908-1284909;30376;1284907-1284908;50191410;1483372-1284907
;;62023;1283502;42845;1283500-1283502;30879;1283501-1283500;50191014;1484104-1283501
;;62039;62039;43416;43416-62039;31156;1284263-43416;50169382;1482862-1284263
;;62069;1281076;42203;42203-1281076;30954;813904-42203;50187548;1448596-813904
;;62073;62073;44646;44646-62073;471873;1285113-44646;50191494;1483230-1285113
;;62089;62089;55258;55258-62089;30374;30374-55258;50191581;1483057-30374
;;62089;62089;55258;55258-62089;30374;30374-55258;50169045;1315662-30374
;;62089;62089;55258;55258-62089;30375;30375-55258;50191580;1483059-30375
;;62003;1119895;473441;1096397-1119895;411268;1086804-1096397;50118918;1458309-1086804
;;62003;1119895;473441;1096397-1119895;472256;1079535-1096397;50116442;1079534-1079535
;;62003;1119895;45784;1119894-1119895;41369;1096414-1119894;50024883;412755-1096414
;;62110;62110;55255;55255-62110;30356;1285000-55255;50169441;1315593-1285000
;;62113;62113;55246;55246-62113;30279;30279-55246;50169440;1315261-30279
;;482755;1332679;482356;1302507-1332679;30774;1367213-1302507;50190982;1484146-1367213
;;482755;1332679;482356;1302507-1332679;30287;1302500-1302507;50014676;1006948-1302500
;;74252;1362837;59190;1362838-1362837;426751;1362839-1362838;50191473;1494701-1362839
;;61288;61288;49969;49969-61288;7210;1466051-49969;50191689;1477239-1466051
;;61299;61299;44442;44442-61299;33993;1239839-44442;50191437;1483328-1239839
;;61299;61299;44442;44442-61299;33992;1239836-44442;50013594;1238827-1239836
;;61298;61298;45052;45052-61298;34034;1465074-45052;50014029;1013160-1465074
;;61298;61298;45052;45052-61298;34034;1465074-45052;50191605;1483017-1465074
;;61296;61296;53673;53673-61296;12935;1466701-53673;50191848;1476977-1466701
;;61292;61292;49993;49993-61292;7256;7256-49993;50190930;1484248-7256
;;61212;61212;55501;55501-61212;15990;1349634-55501;50191342;1483498-1349634
;;61264;61264;55346;55346-61264;33986;33986-55346;50190889;1484324-33986
;;61264;61264;55346;55346-61264;33985;821160-55346;50190888;1484326-821160
;;61262;1353272;55507;1353273-1353272;34032;822450-1353273;50014025;1013156-822450
;;61262;1353272;55507;1353273-1353272;34031;822447-1353273;50191377;1483434-822447
;;61278;61278;43631;43631-61278;16109;882582-43631;50191226;1483712-882582
;;61278;61278;43631;43631-61278;16109;882582-43631;50014015;1013143-882582
;;61275;61275;55343;55343-61275;33984;1466016-55343;50190885;1484332-1466016
;;61801;61801;55585;55585-61801;30932;30932-55585;50169550;1482809-30932
;;61801;61801;55585;55585-61801;30931;30931-55585;50169549;1482810-30931
;;61803;61803;44321;44321-61803;30254;30254-44321;50169143;1482973-30254
;;61808;61808;55590;55590-61808;30940;1284535-55590;50169194;1482948-1284535
;;61821;61821;55544;55544-61821;30830;30830-55544;50169163;1482965-30830
;;61822;61822;55553;55553-61822;30850;1284750-55553;50169168;1482962-1284750
;;61824;1232784;45805;45805-1232784;31179;31179-45805;50169302;1482909-31179
;;61817;61817;55634;55634-61817;31042;31042-55634;50169211;1482939-31042
;;61817;61817;55634;55634-61817;31159;1109503-55634;50169210;1315691-1109503
;;61826;1098159;45804;1098109-1098159;41377;1098142-1098109;50024891;412771-1098142
;;61826;1098159;45804;1098109-1098159;472056;1078708-1098109;50117002;1110883-1078708
;;61791;61791;55198;55198-61791;30345;1284850-55198;50169413;1482850-1284850
;;61905;61905;55640;55640-61905;31121;1284220-55640;50169513;1482826-1284220
;;61907;61907;55644;55644-61907;31172;1283196-55644;50169245;1482935-1283196
;;61951;61951;55563;55563-61951;31150;31150-55563;50169505;1482831-31150
;;61946;729991;53579;729990-729991;30792;1247804-729990;50011904;1381518-1247804
;;61847;61847;55549;55549-61847;30840;1283232-55549;50169164;1482964-1283232
;;61847;61847;55549;55549-61847;30841;1283236-55549;50169165;1482963-1283236
;;61870;61870;55626;55626-61870;31103;31103-55626;50169536;1315631-31103
;;61873;61873;55561;55561-61873;30868;1283435-55561;50169501;1482834-1283435
;;61876;1284645;55621;1284644-1284645;31009;1284646-1284644;50169529;1482819-1284646
;;61869;61869;55532;55532-61869;30806;1283003-55532;50169156;1482969-1283003
;;61882;61882;55629;55629-61882;31029;1285827-55629;50169534;1482816-1285827
;;61887;1284682;55592;1284683-1284682;31058;31058-1284683;50169127;1482979-31058
;;61963;61963;45798;45798-61963;30851;1283356-45798;50169332;1482891-1283356
;;61978;61978;55595;55595-61978;31097;1283064-55595;50169139;1482976-1283064
;;61981;61981;43002;43002-61981;30985;1283946-43002;50169540;1482812-1283946
;;61982;1375762;44437;1236247-1375762;30355;1236246-1236247;50169310;1482905-1236246
;;61983;61983;45783;45783-61983;30911;1284167-45783;50169267;1482925-1284167
;;61987;61987;43054;43054-61987;30903;1283997-43054;50014772;1007200-1283997
;;61987;61987;43054;43054-61987;30903;1283997-43054;50011584;1404402-1283997
;;61987;61987;43054;43054-61987;30903;1283997-43054;50169393;1482857-1283997
;;474161;1109556;474160;1109555-1109556;474159;1285786-1109555;50169405;1482852-1285786
;;412676;483274;412384;474971-483274;30963;30963-474971;50169275;1482921-30963
;;479392;1196790;479391;1196788-1196790;481424;1283269-1196788;50169061;1482983-1283269
;;481661;1283306;481660;1283298-1283306;31140;1419280-1283298;50164508;1251307-1419280
;;62099;62099;55617;55617-62099;31003;1284943-55617;50169022;1315575-1284943
;;62013;62013;45791;45791-62013;30893;30893-45791;50169261;1315259-30893
;;62022;62022;55547;55547-62022;30834;878774-55547;50169313;1482902-878774
;;62027;62027;55605;55605-62027;30979;1284339-55605;50169362;1482868-1284339
;;62030;62030;42785;659644-62030;31079;1317524-659644;50169260;1315200-1317524
;;62033;62033;45786;45786-62033;30973;30973-45786;50169281;1482919-30973
;;62037;1283168;49394;1283167-1283168;6862;1283170-1283167;50169398;1482853-1283170
;;62037;1283168;49394;1283167-1283168;6862;1283170-1283167;50187558;1524168-1283170
;;62040;1284977;45788;1284976-1284977;31010;1284972-1284976;50169295;1482914-1284972
;;62057;1109545;49391;49391-1109545;6441;1247450-49391;50189100;1452525-1247450
;;62057;1109545;49391;49391-1109545;6441;1247450-49391;50169392;1482858-1247450
;;62075;62075;55593;55593-62075;30977;1284695-55593;50169359;1482870-1284695
;;62076;1247803;53472;1247802-1247803;30456;1247800-1247802;50187567;1448554-1247800
;;62071;62071;55545;55545-62071;30832;1285047-55545;50169324;1482897-1285047
;;62071;62071;55545;55545-62071;30831;1285048-55545;50169327;1315602-1285048
;;481464;1283185;55548;1283184-1283185;30837;1283182-1283184;50169329;1482893-1283182
;;481464;1283185;55548;1283184-1283185;30836;1283183-1283184;50169315;1482900-1283183
;;60015;60015;48121;48121-60015;2923;1469327-48121;50192519;1482043-1469327
;;60015;60015;48121;48121-60015;2922;1469324-48121;50173535;1437808-1469324
;;60042;60042;48152;48152-60042;2977;1468864-48152;50093371;1414840-1468864
;;60053;1307225;53315;1307224-1307225;415440;1307218-1307224;50174453;1415159-1307218
;;60053;1307225;53315;1307224-1307225;415440;1307218-1307224;50094270;1414359-1307218
;;60052;1085715;473048;1085692-1085715;415483;807500-1085692;50094182;1414399-807500
;;60052;1085715;473048;1085692-1085715;18739;1469268-1085692;50116275;1454691-1469268
;;60052;1085715;473048;1085692-1085715;18739;1469268-1085692;50093374;1433396-1469268
;;62784;62784;48361;48361-62784;424312;1403164-48361;50176752;1571513-1403164
;;60128;1326302;48131;1326301-1326302;427490;1326303-1326301;50192921;1481241-1326303
;;60219;60219;53307;53307-60219;415447;1469510-53307;50192357;1482357-1469510
;;60323;60323;48204;48204-60323;3129;1379531-48204;50093530;1414803-1379531
;;60501;60501;48210;48210-60501;3140;1374353-48210;50093542;1414794-1374353
;;60501;60501;48210;48210-60501;3140;1374353-48210;50195621;1463358-1374353
;;60509;60509;48342;48342-60509;3410;1469393-48342;50192453;1482175-1469393
;;60589;1320246;52993;1320245-1320246;11837;1015865-1320245;50192553;1481971-1015865
;;60705;60705;58086;58086-60705;21595;1135014-58086;50192763;1481553-1135014
;;479485;1200331;479484;1200329-1200331;479483;1469344-1200329;50173567;1437724-1469344
;;59811;1194282;48247;1194284-1194282;3211;1008066-1194284;50173589;1437660-1008066
;;59811;1194282;48247;1194284-1194282;3211;1008066-1194284;50174850;1387532-1008066
;;59811;1194282;48247;1194284-1194282;3210;1389162-1194284;50173588;1437662-1389162
;;60814;60814;48275;48275-60814;3262;1469185-48275;50192713;1481651-1469185
;;477007;1396974;477006;1396973-1396974;477005;1396972-1396973;50192696;1481685-1396972
;;477007;1396974;477006;1396973-1396974;477011;1396975-1396973;50192695;1481687-1396975
;;60940;60940;48369;48369-60940;10481;1469537-48369;50192335;1482401-1469537
;;59967;997021;52995;997022-997021;11839;1469312-997022;50020855;1381862-1469312
